                   201   NumCoords   ! The number of coordinates in the airfoil shape file (including an extra coordinate for airfoil reference).  Set to zero if coordinates not included.
! ......... x-y coordinates are next if NumCoords > 0 .............
! x-y coordinate of airfoil reference
!  x/c        y/c
 0.494969       0
! coordinates of airfoil shape
! interpolation to 200 points
!  x/c        y/c
 1.00000000000000e+00  1.60273966609398e-05
 9.99119394672187e-01 -2.22327527148143e-02
 9.96373963887082e-01 -4.41439933726402e-02
 9.92620937946308e-01 -6.59935854026446e-02
 9.88003004873526e-01 -8.79650145415337e-02
 9.82586668850077e-01 -1.09794519331539e-01
 9.76307988698781e-01 -1.31384861541201e-01
 9.69145913842078e-01 -1.52679756234073e-01
 9.61134044393466e-01 -1.73603146685950e-01
 9.52302658604487e-01 -1.94143835973165e-01
 9.42624066675399e-01 -2.14223131289663e-01
 9.32136675696097e-01 -2.33810226381507e-01
 9.20877550562039e-01 -2.52852388950341e-01
 9.08847163985916e-01 -2.71305361393086e-01
 8.96084384551424e-01 -2.89160444787458e-01
 8.82637010833816e-01 -3.06362282424555e-01
 8.68525920452995e-01 -3.22883538208136e-01
 8.53780348554386e-01 -3.38712327203862e-01
 8.38466476026163e-01 -3.53818606635353e-01
 8.22620273591481e-01 -3.68188740044664e-01
 8.06267054642267e-01 -3.81807251728421e-01
 7.89459005369592e-01 -3.94629333759881e-01
 7.72248428838084e-01 -4.06667267361945e-01
 7.54653378532276e-01 -4.17893740906727e-01
 7.36744284825128e-01 -4.28331459563846e-01
 7.18548521187666e-01 -4.37923275834395e-01
 7.00103739942591e-01 -4.46720203795315e-01
 6.81468567457145e-01 -4.54704820701723e-01
 6.62676528252399e-01 -4.61871508834576e-01
 6.43758716360781e-01 -4.68240065279606e-01
 6.24769098420084e-01 -4.73805312200956e-01
 6.05736811867176e-01 -4.78556125148971e-01
 5.86698301202687e-01 -4.82566718015434e-01
 5.67698327972489e-01 -4.85773275517585e-01
 5.48758894620638e-01 -4.88280324581312e-01
 5.29923325833441e-01 -4.90018940511559e-01
 5.11219849523844e-01 -4.90944111425344e-01
 4.92669513579273e-01 -4.91284630926340e-01
 4.74315579628375e-01 -4.90909414558449e-01
 4.56171836183066e-01 -4.89868994581930e-01
 4.38270180805161e-01 -4.88274519036862e-01
 4.20636470209498e-01 -4.85958085707397e-01
 4.03280803529567e-01 -4.83063291208815e-01
 3.86240695184921e-01 -4.79614877723518e-01
 3.69514526825096e-01 -4.75586896319974e-01
 3.53137296668462e-01 -4.71080530135640e-01
 3.37111948920475e-01 -4.66031561070689e-01
 3.21458567384577e-01 -4.60551052771043e-01
 3.06188014836245e-01 -4.54584110630765e-01
 2.91311839113094e-01 -4.48220286058690e-01
 2.76836937948392e-01 -4.41437699728933e-01
