                   201   NumCoords   ! The number of coordinates in the airfoil shape file (including an extra coordinate for airfoil reference).  Set to zero if coordinates not included.
! ......... x-y coordinates are next if NumCoords > 0 .............
! x-y coordinate of airfoil reference
!  x/c        y/c
 0.250173       0
! coordinates of airfoil shape
! interpolation to 200 points
!  x/c        y/c
 1.00000000000000e+00 -8.57722992965756e-04
 9.74060226019559e-01 -2.10181067749134e-03
 9.48099673830240e-01 -3.41904806331447e-03
 9.22206888808313e-01 -4.81675067165797e-03
 8.96387815272362e-01 -5.93160332172453e-03
 8.70787012162137e-01 -8.70518835042688e-03
 8.45525867169550e-01 -1.30540020035438e-02
 8.20679133418937e-01 -1.87416021806073e-02
 7.96271244724720e-01 -2.54492582365403e-02
 7.72318391401496e-01 -3.29892975879408e-02
 7.48837319392972e-01 -4.12198367966536e-02
 7.25829528315345e-01 -5.00113291497016e-02
 7.03260323748449e-01 -5.91621671503041e-02
 6.81098904681850e-01 -6.85143379731274e-02
 6.59301687551663e-01 -7.79070901499240e-02
 6.37836269610315e-01 -8.72158310235771e-02
 6.16674239495140e-01 -9.63317685089693e-02
 5.95794309741418e-01 -1.05165581490567e-01
 5.75182417164295e-01 -1.13644596289988e-01
 5.54837978288647e-01 -1.21728141700331e-01
 5.34756927993809e-01 -1.29362360814984e-01
 5.14920770885059e-01 -1.36514388878325e-01
 4.95320903680411e-01 -1.43171085933208e-01
 4.76005147567042e-01 -1.49305466436575e-01
 4.56987452064283e-01 -1.54905567660148e-01
 4.38274036512293e-01 -1.59940828037660e-01
 4.19873132966748e-01 -1.64373937589748e-01
 4.01803075431020e-01 -1.68208912852650e-01
 3.84085337179357e-01 -1.71471120620791e-01
 3.66738200634025e-01 -1.74178881219435e-01
 3.49778979756060e-01 -1.76361372346179e-01
 3.33221872772846e-01 -1.78028985675128e-01
 3.17079913503146e-01 -1.79208410195069e-01
 3.01364726118713e-01 -1.79925703041414e-01
 2.86086006824555e-01 -1.80187837909672e-01
 2.71252185349993e-01 -1.80056099556557e-01
 2.56869777821501e-01 -1.79495410689794e-01
 2.42943666602393e-01 -1.78550247957574e-01
 2.29478227881374e-01 -1.77249021803193e-01
 2.16475742407245e-01 -1.75610413803842e-01
 2.03935527960233e-01 -1.73657231706911e-01
 1.91858138767254e-01 -1.71409560371071e-01
 1.80239134619120e-01 -1.68874830087274e-01
 1.69077437753141e-01 -1.66052833007137e-01
 1.58365741354973e-01 -1.62918156646359e-01
 1.48106184524783e-01 -1.59946852014170e-01
 1.38292537634560e-01 -1.56798992480223e-01
 1.28916067069043e-01 -1.53488722429189e-01
 1.19975580666703e-01 -1.50028222397353e-01
 1.11458058426328e-01 -1.46441399626394e-01
 1.03357813085207e-01 -1.42744754103810e-01
 9.56703154006569e-02 -1.38943069448902e-01
 8.83869864993237e-02 -1.35048995872378e-01
 8.15056618650100e-02 -1.31070554393573e-01
 7.50148245264624e-02 -1.27020583817032e-01
 6.89052049902318e-02 -1.22913804381342e-01
 6.31699550799050e-02 -1.18760822489559e-01
 5.77958935108484e-02 -1.14576976325906e-01
 5.27739814183075e-02 -1.10379813604553e-01
 4.80860230399736e-02 -1.06183812234329e-01
 4.37163767201570e-02 -1.02001807962086e-01
 3.96538811526128e-02 -9.78507968392380e-02
 3.58852068064698e-02 -9.37373409894793e-02
 3.24009210065764e-02 -8.96669932323886e-02
 2.91896395123425e-02 -8.56463776412734e-02
 2.62389334123588e-02 -8.16825687706634e-02
 2.35394992870203e-02 -7.77831899342383e-02
 2.10759071993536e-02 -7.39551462669259e-02
 1.88346011121542e-02 -7.02039743567494e-02
 1.67925788054431e-02 -6.65426495212372e-02
 1.49239581609396e-02 -6.29830611342486e-02
 1.32178005670146e-02 -5.95259289446586e-02
 1.16641735433442e-02 -5.61712759254021e-02
 1.02481237311911e-02 -5.29224408123476e-02
 8.95752085511393e-03 -4.97802044782177e-02
 7.80271914130196e-03 -4.67367139186643e-02
 6.78796515569691e-03 -4.37850409725710e-02
 5.88757858921244e-03 -4.09334627225213e-02
 5.09814777703772e-03 -3.81791160796034e-02
 4.41439308672594e-03 -3.55189155750964e-02
 3.84057016365018e-03 -3.29534621682037e-02
 3.35668134011257e-03 -3.04806527220623e-02
 2.93733136638230e-03 -2.81052030625111e-02
 2.57162561661711e-03 -2.58241709171482e-02
 2.24025616852363e-03 -2.36369523554763e-02
 1.92763519438371e-03 -2.15429586542852e-02
 1.63859960235215e-03 -1.95370554556169e-02
 1.38228874008791e-03 -1.76146161467670e-02
 1.15343789518359e-03 -1.57720772566017e-02
 9.55964782885283e-04 -1.40064789220005e-02
 7.88047716854126e-04 -1.23146908951210e-02
 6.45531626997804e-04 -1.06940033720589e-02
 5.32547481650923e-04 -9.14195074258965e-03
 4.39395627931702e-04 -7.65557055588159e-03
 3.57331744753734e-04 -6.23290496015204e-03
 2.82191793674894e-04 -4.87203191518309e-03
 2.10313261933149e-04 -3.57041340549102e-03
 1.42910594116474e-04 -2.32532578264677e-03
 7.60322084272851e-05 -1.13463033469559e-03
