                   201   NumCoords   ! The number of coordinates in the airfoil shape file (including an extra coordinate for airfoil reference).  Set to zero if coordinates not included.
! ......... x-y coordinates are next if NumCoords > 0 .............
! x-y coordinate of airfoil reference
!  x/c        y/c
 0.294759       0
! coordinates of airfoil shape
! interpolation to 200 points
!  x/c        y/c
 1.00000000000000e+00  1.17511966590106e-04
 9.78883661075721e-01 -8.74587479146825e-03
 9.51789110928234e-01 -1.22998354624569e-02
 9.25365657883132e-01 -1.84737328068380e-02
 8.99459499933752e-01 -2.56530031531377e-02
 8.74045356886834e-01 -3.44989369488908e-02
 8.49099209818444e-01 -4.45651355328061e-02
 8.24615120631184e-01 -5.55108004831382e-02
 8.00521241270526e-01 -6.69132704868862e-02
 7.76888878925358e-01 -7.88250438214793e-02
 7.53605669967596e-01 -9.08502357401459e-02
 7.30680552425922e-01 -1.02931003725438e-01
 7.08068599289789e-01 -1.14896940587127e-01
 6.85699757044211e-01 -1.26512298456999e-01
 6.63579639215326e-01 -1.37764749602891e-01
 6.41675353943942e-01 -1.48523290770038e-01
 6.19967631389600e-01 -1.58695663368527e-01
 5.98462775589492e-01 -1.68253901940757e-01
 5.77168840616668e-01 -1.77175959871037e-01
 5.56106683722685e-01 -1.85475955905002e-01
 5.35269240636674e-01 -1.93052755814260e-01
 5.14430252884960e-01 -1.99847939115186e-01
 4.93441637767639e-01 -2.06020616526997e-01
 4.72679786959175e-01 -2.11323699266525e-01
 4.52255356725076e-01 -2.16048984984397e-01
 4.32119052226946e-01 -2.19899783022954e-01
 4.12342279960414e-01 -2.23048542005450e-01
 3.92958152648191e-01 -2.25562256375729e-01
 3.73984323836590e-01 -2.27408378951184e-01
 3.55439082291743e-01 -2.28518319487907e-01
 3.37356067715852e-01 -2.29180376537172e-01
 3.19749869565500e-01 -2.29109642670747e-01
 3.02636138359078e-01 -2.28557374627638e-01
 2.86026624733476e-01 -2.27520670987653e-01
 2.69934615301988e-01 -2.26039739030049e-01
 2.54383004031815e-01 -2.24000732604230e-01
 2.39370475419061e-01 -2.21551557948414e-01
 2.24881865070312e-01 -2.18753526460312e-01
 2.10944637042613e-01 -2.15559982579871e-01
 1.97562188560223e-01 -2.11975618456887e-01
 1.84708947017069e-01 -2.08081267388061e-01
 1.72435870715080e-01 -2.03747905039793e-01
 1.60665829523587e-01 -1.99114129420085e-01
 1.49469800512776e-01 -1.93945065788709e-01
 1.38786759792832e-01 -1.88152065721162e-01
 1.28640161605964e-01 -1.83759799505357e-01
 1.19042206578330e-01 -1.79203476724799e-01
 1.09918627088992e-01 -1.74559961582529e-01
 1.01350595383205e-01 -1.69752504193990e-01
 9.32529847341369e-02 -1.64877449406081e-01
 8.56698856540064e-02 -1.59903665052878e-01
 7.85722636177000e-02 -1.54861829276579e-01
 7.19104141070621e-02 -1.49797104711187e-01
 6.57432858788781e-02 -1.44669855378269e-01
 5.99712637727510e-02 -1.39554005461645e-01
 5.45850833815902e-02 -1.34457181305970e-01
