                   201   NumCoords   ! The number of coordinates in the airfoil shape file (including an extra coordinate for airfoil reference).  Set to zero if coordinates not included.
! ......... x-y coordinates are next if NumCoords > 0 .............
! x-y coordinate of airfoil reference
!  x/c        y/c
 0.451868       0
! coordinates of airfoil shape
! interpolation to 200 points
!  x/c        y/c
 1.00000000000000e+00  1.18124775764300e-04
 9.95884444562071e-01 -2.12086292778084e-02
 9.83115257245811e-01 -4.00231086430001e-02
 9.69828831085740e-01 -5.92184825172914e-02
 9.56586039817063e-01 -8.01044531114655e-02
 9.43384383738441e-01 -1.01293939155372e-01
 9.30023134354804e-01 -1.22379816252060e-01
 9.16385072695546e-01 -1.43208045888378e-01
 9.02328206381680e-01 -1.63571369334133e-01
 8.87977257280880e-01 -1.83648478445887e-01
 8.73087900009909e-01 -2.03103515032006e-01
 8.57695483569157e-01 -2.21950364644048e-01
 8.41786837829985e-01 -2.40126319476152e-01
 8.25272902439658e-01 -2.57484346920440e-01
 8.08244922687017e-01 -2.74106031451175e-01
 7.90711709638617e-01 -2.89905421510701e-01
 7.72685016906905e-01 -3.04840592654509e-01
 7.54220588312105e-01 -3.18928023542428e-01
 7.35390297720536e-01 -3.32167484636958e-01
 7.16254209560488e-01 -3.44582778481433e-01
 6.96815854124617e-01 -3.56096655469244e-01
 6.77285787718665e-01 -3.66638191450494e-01
 6.57941112860031e-01 -3.76372589824278e-01
 6.38434667860343e-01 -3.85053070450102e-01
 6.18894977697586e-01 -3.92985906878769e-01
 5.99294401208767e-01 -3.99854801473225e-01
 5.79711765133679e-01 -4.05886217169052e-01
 5.60201908065309e-01 -4.11134225411095e-01
 5.40790406892131e-01 -4.15541735388092e-01
 5.21503284302156e-01 -4.19033635764339e-01
 5.02393469017961e-01 -4.21890873918274e-01
 4.83484469140151e-01 -4.23792392714708e-01
 4.64805509457280e-01 -4.25037393692594e-01
 4.46388058379138e-01 -4.25565438047726e-01
 4.28252218059179e-01 -4.25486668266458e-01
 4.10439409991280e-01 -4.24577155951891e-01
 3.92962467897139e-01 -4.23012276441282e-01
 3.75818953169227e-01 -4.20981809041037e-01
 3.59055876059298e-01 -4.18332147544111e-01
 3.42683335220184e-01 -4.15097634328874e-01
 3.26698925356234e-01 -4.11448339452271e-01
 3.11160931745385e-01 -4.07129677285680e-01
 2.96011988437193e-01 -4.02464186109032e-01
 2.81334975129572e-01 -3.97269984707072e-01
 2.67080465903102e-01 -3.91686409259273e-01
 2.53288161156090e-01 -3.85731099061727e-01
 2.39972909370054e-01 -3.79344329186638e-01
 2.27087529472514e-01 -3.72716771087938e-01
 2.14707794919838e-01 -3.65688465808441e-01
 2.02774140508906e-01 -3.58434103874690e-01
 1.91330526992883e-01 -3.50875431529636e-01
 1.80360763431596e-01 -3.43091643971927e-01
 1.69824277175615e-01 -3.35146928269157e-01
 1.59783901620545e-01 -3.26986772560318e-01
 1.50152006146804e-01 -3.18733080064349e-01
 1.40928276933236e-01 -3.10407720192733e-01
 1.32120600568541e-01 -3.01998358299476e-01
 1.23689337460318e-01 -2.93572313217737e-01
 1.15734241707536e-01 -2.85015897592048e-01
 1.08151494545360e-01 -2.76462426821119e-01
 1.00868205721921e-01 -2.67952230287708e-01
 9.40429142839125e-02 -2.59385709081544e-01
 8.75675153136339e-02 -2.50827140962519e-01
 8.14309219894108e-02 -2.42317060357653e-01
 7.55836148362098e-02 -2.33867923606543e-01
 7.00005688475881e-02 -2.25510743389066e-01
 6.47513672564666e-02 -2.17199114850226e-01
 5.97660008935111e-02 -2.08967341658258e-01
 5.50334043820117e-02 -2.00836940422483e-01
 5.05412731368826e-02 -1.92790196255067e-01
 4.63448241584358e-02 -1.84813341748528e-01
 4.23958643462499e-02 -1.76924168443765e-01
 3.86897010779350e-02 -1.69121843774322e-01
 3.52442356960367e-02 -1.61411420751995e-01
 3.20207958467499e-02 -1.53792940926064e-01
 2.90080670428620e-02 -1.46279702571244e-01
 2.62132416500509e-02 -1.38880537758015e-01
 2.35952248324890e-02 -1.31585634329494e-01
 2.11307614058659e-02 -1.24413344983747e-01
 1.88287604139548e-02 -1.17360815939774e-01
 1.67043099603567e-02 -1.10414501919264e-01
 1.47539245760971e-02 -1.03583154988846e-01
 1.29418261530917e-02 -9.68688887933094e-02
 1.12302562428763e-02 -9.02703401772576e-02
 9.66353235375445e-03 -8.37874881605209e-02
 8.26306032790583e-03 -7.74169624767420e-02
 6.98566391387564e-03 -7.11545923924181e-02
 5.83344282133691e-03 -6.50071141512145e-02
 4.81044361157546e-03 -5.89784964541510e-02
 3.88084294463191e-03 -5.30616679553024e-02
 3.07283125173993e-03 -4.72559997161651e-02
 2.39811955762504e-03 -4.15647776356675e-02
 1.80822875190786e-03 -3.59887000219836e-02
 1.23087533594888e-03 -3.05257357609234e-02
 7.43248242611581e-04 -2.51753510611304e-02
 4.67824720653144e-04 -1.99336233207529e-02
 2.73270018039783e-04 -1.47986664821367e-02
 1.19971058447565e-04 -9.76900669370436e-03
 3.23170618260686e-05 -4.84609642176116e-03
 0.00000000000000e+00  0.00000000000000e+00
 4.21971531239941e-05  4.78332407167614e-03
 1.66169901412091e-04  9.69689957135689e-03
 3.83080176161621e-04  1.47173781002232e-02
 6.49124632093980e-04  1.98410685417317e-02
 9.61486681117554e-04  2.50736289953410e-02
 1.39320712468388e-03  3.04182476399704e-02
 1.91712843504657e-03  3.58720413118148e-02
 2.50760140789449e-03  4.14307726859991e-02
 3.23176708917661e-03  4.70977686484807e-02
 4.08795793527448e-03  5.28777471028848e-02
 5.01911792939436e-03  5.87705740945782e-02
 6.03049170838355e-03  6.47737458957757e-02
 7.18630133053219e-03  7.08901685666484e-02
 8.49850259686770e-03  7.71136053421532e-02
 9.93602148774116e-03  8.34412177885196e-02
 1.14967492650033e-02  8.98834736184917e-02
 1.31793062590729e-02  9.64420327813782e-02
 1.49865570558957e-02  1.03106712867374e-01
 1.69713269948415e-02  1.09874968187558e-01
 1.91488208698137e-02  1.16752321384965e-01
 2.14539044047842e-02  1.23738645421316e-01
 2.38855730733491e-02  1.30844759310963e-01
 2.64843232957865e-02  1.38062843866322e-01
 2.92779050070217e-02  1.45379886092317e-01
 3.22809141121558e-02  1.52804833011265e-01
 3.54769434612297e-02  1.60339277841128e-01
 3.88958601328997e-02  1.67956304850750e-01
 4.25839411682220e-02  1.75655644954679e-01
 4.65146885746595e-02  1.83435563969895e-01
 5.06994331431979e-02  1.91287447581567e-01
 5.51639628343254e-02  1.99210214367324e-01
 5.98559715552273e-02  2.07211423237553e-01
 6.48024255913258e-02  2.15296521451487e-01
 7.00334532225617e-02  2.23441342516753e-01
 7.55648102116904e-02  2.31629897102084e-01
 8.13484054975573e-02  2.39906698466960e-01
 8.74052180087336e-02  2.48236264137102e-01
 9.38137394739965e-02  2.56592031639108e-01
 1.00573400716461e-01  2.64945595032118e-01
 1.07674661843976e-01  2.73318685667026e-01
 1.15124848829511e-01  2.81688812666109e-01
 1.22906252236912e-01  2.90078200159859e-01
 1.31073173685713e-01  2.98431207616879e-01
 1.39651130483862e-01  3.06709709249028e-01
 1.48612757600246e-01  3.14953010578665e-01
 1.57949834265071e-01  3.23141722076341e-01
 1.67705452208616e-01  3.31241705394953e-01
 1.77892936875661e-01  3.39194432485935e-01
 1.88531353100908e-01  3.46994761672040e-01
 1.99621911787959e-01  3.54592464074035e-01
 2.11192015857541e-01  3.61949757345661e-01
 2.23175705464208e-01  3.69127221481858e-01
 2.35669275304439e-01  3.75942058972318e-01
 2.48582546062121e-01  3.82531879608608e-01
 2.61970151434780e-01  3.88751360994110e-01
 2.75802667850272e-01  3.94650007658822e-01
 2.90095844210163e-01  4.00105326090027e-01
 3.04821537095761e-01  4.05211663731504e-01
 3.19974253614086e-01  4.09830579756469e-01
 3.35562481297919e-01  4.13999940078937e-01
 3.51576324637285e-01  4.17471723310778e-01
 3.67996935452108e-01  4.20458253239024e-01
 3.84792503725511e-01  4.22777724189986e-01
 4.01942338181741e-01  4.24601446411697e-01
 4.19436493510336e-01  4.25633945894216e-01
 4.37236550254068e-01  4.26066230380609e-01
 4.55333054720976e-01  4.25723793974588e-01
 4.73685047925911e-01  4.24744134110753e-01
 4.92272163381752e-01  4.22914278456568e-01
 5.11065117799685e-01  4.20297864684546e-01
 5.30033412214964e-01  4.17118829565517e-01
 5.49129701764060e-01  4.12877642834394e-01
 5.68351469786719e-01  4.08023228884827e-01
 5.87645268507216e-01  4.02348668226849e-01
 6.06982312079560e-01  3.95835144621579e-01
 6.26323641075743e-01  3.88481294090869e-01
 6.45877764218298e-01  3.80363389912659e-01
 6.65563784057052e-01  3.71363636490840e-01
 6.85136431419235e-01  3.61574999707409e-01
 7.04523620471176e-01  3.50900887441359e-01
 7.23748737063669e-01  3.39489566558654e-01
 7.42743673567070e-01  3.27304505245687e-01
 7.61491653886642e-01  3.14386200177381e-01
 7.79973662518544e-01  3.00765852643405e-01
 7.98076665673326e-01  2.86313521786036e-01
 8.15858047535661e-01  2.71248313763867e-01
 8.33184718482805e-01  2.55359019247241e-01
 8.50123988060004e-01  2.38878938345076e-01
 8.66606898745768e-01  2.21781126597337e-01
 8.82595897642865e-01  2.03938767418003e-01
 8.98027443746859e-01  1.85027834865745e-01
 9.12941747167342e-01  1.65711158454282e-01
 9.27285693853874e-01  1.46006461676677e-01
 9.40951985788354e-01  1.25921499889247e-01
 9.54034819184741e-01  1.05557455232410e-01
 9.66446032777144e-01  8.49311811926207e-02
 9.78202063804545e-01  6.40880991106551e-02
 9.89037484511716e-01  4.30329376769674e-02
 9.98106884427362e-01  2.10433601094604e-02
 1.00000000000000e+00  1.18124775764296e-04
